grid_id,latitude,longitude,elevation_m,slope_deg,distance_to_river_m
CH_02881,30.209954804259873,79.27744444589686,790.2332763671875,5.0233326,1.785373661185535
CH_11601,30.861885803037993,79.4645971018063,3973.01171875,1.0602485,1.7902584300754287
CH_23636,30.567318191914172,79.76120389735517,2354.4052734375,30.823256,1.864740481149545
CH_01260,30.439053443181134,79.2057515308666,1707.448486328125,5.99215,1.9475901436131517
CH_04312,29.948896423849718,79.32340578692546,1089.493896484375,11.794068,2.0590986982131185
CH_04656,30.548818220470782,79.31839760580863,3741.090087890625,42.910427,2.0782628179671963
CH_13142,30.69994684861336,79.50370989560514,2554.701904296875,44.509743,2.099056909257603
CH_02602,30.340609115640515,79.2647589352016,1065.442626953125,20.161028,2.134362640732874
CH_31185,30.7998789636169,80.05612003061414,4613.1513671875,10.115328,2.137418724683601
CH_15188,30.777155563667737,79.54953674254325,4032.85302734375,5.246215,2.1445964952766485
CH_10096,30.37891932283118,79.44098375325062,1255.5244140625,21.90005,2.1903549604391097
CH_24043,30.45013319358351,79.77310323464373,3174.947265625,23.21124,2.2023191202092884
CH_21398,30.233006250666676,79.71345986540183,3884.197265625,32.486782,2.2254008087971635
CH_22486,30.28288007586724,79.73880120047167,3944.0771484375,15.305776,2.3298335106389634
CH_06182,30.544774135337754,79.35494988777087,2774.049560546875,25.550806,2.342830055463781
CH_00538,30.271613843414073,79.16722876094225,721.3051147460938,13.934069,2.343074800937878
CH_28670,30.424398487312192,79.92439760175456,4147.81689453125,14.716275,2.4493744629188563
CH_20130,30.37704515843239,79.68035758929702,3648.6875,13.850468,2.52830130823772
CH_18992,30.04748306415716,79.65881924738954,1813.3453369140625,22.09619,2.539484241806756
CH_13931,30.149902397607192,79.5328468075211,1883.7576904296875,32.577457,2.5746868380329433
CH_05410,30.16572177550916,79.3457061206904,1012.2869873046875,20.258373,2.5953834346440265
CH_19656,30.173949229678303,79.67268728542422,2890.2607421875,2.9522402,2.621431675400567
CH_14443,30.416145970359935,79.53928965239099,2239.002685546875,11.790664,2.6342426189890302
CH_01671,30.30855150588548,79.22893025728176,1184.802001953125,12.370696,2.6342996870558104
CH_10896,30.79855779076384,79.44992806209768,4946.68798828125,36.34339,2.6519926374430156
CH_19746,30.579923532225912,79.66718974728302,3388.62548828125,39.628143,2.78360766515026
CH_16316,30.118952385806825,79.59038952988291,2045.95068359375,27.763899,2.8025452510479587
CH_10547,30.284324154067694,79.45287806915333,1586.3331298828125,16.435587,2.8327442099077924
CH_08550,30.144003065578232,79.41354689525328,1281.65185546875,5.9937587,2.906408672855626
CH_12020,30.72219456074735,79.47725880071228,3863.28857421875,45.36199,2.9515326234386623
CH_22338,30.589570765586927,79.729633021848,3435.055419921875,21.234598,2.9842974281076815
CH_14136,30.050723521222036,79.53949715525725,1282.7879638671875,26.530008,3.006128856959436
CH_04576,30.18800954651136,79.32456212808343,856.4598388671875,8.749596,3.0240461634081175
CH_23873,30.653073536352796,79.76532979993824,3771.344970703125,14.505769,3.031885743630351
CH_08279,30.04921987132107,79.40987433497153,2340.475341796875,25.982138,3.034846494222908
CH_03011,30.05667674185363,79.28529058048316,1492.4197998046875,1.7861905,3.222447960654737
CH_22511,30.39565441303677,79.7373545125545,3981.431884765625,28.43501,3.2899686525763667
CH_10504,30.090371414406647,79.4559071494338,1100.6697998046875,14.856967,3.3133952513345
CH_06655,30.504314459042455,79.36605079708555,2249.295654296875,27.990463,3.548784793672261
CH_07553,30.12570876898786,79.39308069662734,977.934814453125,8.174786,3.60712337535582
CH_15111,30.429851450396274,79.55470319567506,2672.084716796875,26.719473,3.6188769952871374
CH_31284,30.727887460766482,80.08293411160403,3852.53857421875,5.0065956,3.654866310209308
CH_08598,30.360501885668043,79.41006340100101,2409.267822265625,31.024008,3.7440926059155117
CH_21908,30.593979306018653,79.71914577174601,3840.089111328125,23.958212,3.8138469601311162
CH_19622,30.02057437190774,79.67473515953047,1338.057373046875,0.91083163,3.9162486872636366
CH_14038,30.632530592177094,79.52561541115494,2682.63525390625,32.179012,3.9547668885559006
CH_20595,30.52149581617939,79.68883166394981,3617.7294921875,15.446571,3.973992221290746
CH_10078,30.297732168312468,79.44226996241339,2344.573486328125,18.088333,3.990502506680939
CH_04802,30.28279034756341,79.3281514534742,1312.6981201171875,19.668676,3.9944185162133796
CH_05859,30.134279907489738,79.35661101740175,1183.5,4.5112076,4.0179232716974855
CH_08830,30.270357905506632,79.41671576309616,1209.5277099609375,24.07273,4.13532411768043
CH_02246,30.05182588139938,79.25944582581764,1610.61376953125,11.19555,4.143071216883619
CH_04311,29.94438602082263,79.32348146134318,1064.56494140625,5.8987184,4.1633769764484345
CH_00487,30.325658218277226,79.16102312902363,935.7875366210938,6.3339095,4.244983596530485
CH_01470,30.42115691338022,79.21648924480968,1914.5477294921875,30.286577,4.389360618160964
CH_14135,30.046212720411127,79.53956334925164,1193.2305908203125,0.5001846,4.404274389649032
CH_26274,30.428196753846393,79.84105721539204,3698.87451171875,39.05242,4.421015007778683
CH_02173,30.33138121351603,79.24932069218188,1504.4854736328125,7.8663087,4.4265759854588795
CH_13302,30.402320726251396,79.51347333595305,2584.0458984375,24.54945,4.512755301529201
CH_28668,30.415376050779134,79.92449656462611,4386.14013671875,26.808134,4.537684513655135
CH_21870,30.42256794083934,79.72139086286496,3192.82568359375,9.202724,4.618933716403766
CH_05877,30.215465682225798,79.35526295621507,1505.2760009765625,27.629923,4.664954353662902
CH_04610,30.341355807097013,79.32195582681216,967.653564453125,22.20637,4.727062364380279
CH_15753,30.421002231621383,79.5704500694123,3198.95703125,23.475925,4.779280262160315
CH_17074,30.728058292934985,79.59726988627449,3534.65234375,12.114431,4.869603378316973
CH_15874,30.015090567073507,79.58149259470665,1641.513671875,10.846132,4.877559908412978
CH_13452,30.055060591371813,79.52387499158502,1189.0108642578125,18.39958,4.881592245254453
CH_06366,30.301291011700823,79.36422961651523,979.2544555664062,5.4036355,4.895860028954584
CH_22103,30.503814422292344,79.72553917977855,2081.813720703125,11.459192,4.91901611989199
CH_21693,30.593927871001387,79.71393158968922,4050.609375,32.281452,4.933952839917502
CH_06807,30.084923563509317,79.37817797543833,1483.9871826171875,8.696622,4.9401013626753505
CH_01413,30.164091714996815,79.22113592278177,1122.88134765625,30.398502,4.973137157525462
CH_10706,31.00144568295404,79.44141835026694,5504.1904296875,18.961561,4.984458172661011
CH_09446,30.78013892124527,79.41887609641464,3726.2080078125,7.368014,5.060994684919597
CH_10255,30.031672437403362,79.45163321141185,2245.588134765625,18.999567,5.094632772852707
CH_00311,30.28936018085925,79.14610691195756,678.53515625,7.2575383,5.207073099798808
CH_01621,30.083050897866,79.23296285895518,1963.6531982421875,25.245998,5.2196734663090245
CH_19419,30.0611215596433,79.66900866890192,2557.57080078125,28.690386,5.239412292188289
CH_04997,30.22873405217068,79.334261963138,1575.1923828125,28.259584,5.252725080638298
CH_09900,30.58633009152239,79.4324597622507,3031.794677734375,22.040934,5.304161768180458
CH_21735,30.783376717041826,79.71141747371091,4375.2822265625,6.5888934,5.3422928602977855
CH_02444,30.295440012702947,79.26035651326028,850.9951782226562,30.214392,5.419127835370307
CH_02879,30.20093456884043,79.27760156489123,822.3781127929688,22.51134,5.522100314598
CH_01850,30.03808861535318,79.24413126663863,1739.169189453125,6.8586764,5.5311432729629715
CH_11917,30.257625842741184,79.48447708192262,1614.908935546875,28.758524,5.55474213833363
CH_05222,30.296453306140645,79.3383168520045,1130.9150390625,37.194923,5.570153749804799
CH_21084,30.769688201680303,79.69592701332428,4630.14892578125,14.690618,5.583681535228445
CH_10033,30.094759660006947,79.44546265319717,1072.5382080078125,0.64837074,5.639915359806312
CH_01276,30.03774001475786,79.21821301893532,1983.1865234375,10.541125,5.657521188041148
CH_02093,29.970573594677948,79.25568282475912,1713.1080322265625,37.08037,5.685339125552544
CH_11919,30.266646924184315,79.48433851526667,1465.7344970703125,8.482467,5.702051569785098
CH_06656,30.508824573741435,79.36597536993533,2149.382080078125,31.148342,5.800294024883549
CH_10762,30.194175436676467,79.45948302038467,1908.7188720703125,18.548128,5.86349573461927
CH_06609,30.296845628991324,79.36950208187542,999.0929565429688,1.5692835,5.907142364831715
CH_05648,30.21991068169194,79.34999440527852,1382.9051513671875,8.508552,5.938159495823631
CH_15710,30.227043181447932,79.5732643548211,2498.67041015625,18.47318,5.993150719298221
CH_19251,30.259551249912327,79.66114334370658,2767.49853515625,34.165516,6.113452914713863
CH_02608,30.36766902093403,79.26428118567368,1694.7392578125,44.84423,6.12847148962174
CH_08324,30.252190308857937,79.40661453865833,1413.460205078125,29.422937,6.180605479624147
CH_04370,30.21049420512568,79.31898718425707,1253.0018310546875,13.376684,6.238248491653366
CH_16934,30.096564106755896,79.60627258010037,1507.3270263671875,7.303491,6.243552950245825
CH_23296,30.016921260617995,79.76291828750463,1944.800048828125,41.834396,6.286862111374328
CH_13554,30.515141709417932,79.51696959934768,1836.6365966796875,19.787785,6.313194999061515
CH_06587,30.197618952252654,79.37114004513164,1681.540771484375,36.261593,6.326909239233671
CH_10149,30.617964231133257,79.43716605061886,3976.656005859375,28.09865,6.350792555109914
CH_24657,30.55854181090079,79.78738050835513,2981.24951171875,20.015568,6.395996360446868
CH_02949,30.51663495924497,79.27205988155663,2300.306640625,41.537834,6.434146678581802
CH_19931,30.45367623883186,79.67411869898135,3083.178466796875,29.193975,6.440108056285322
CH_07060,30.121070928675554,79.3827769228283,1231.9080810546875,14.065094,6.493902122582057
CH_04983,30.165590451030134,79.33532488532602,1065.7718505859375,11.087323,6.498405125107528
CH_27813,30.397070337828954,79.89346997488825,4826.4873046875,12.159183,6.57393583746675
CH_16557,30.263353950765,79.59352818128698,2307.490478515625,38.67854,6.672814071755865
CH_12784,30.099992191480816,79.50764214907117,1408.312255859375,17.305174,6.702090886411582
CH_25351,30.4459598113322,79.80960473084592,3243.059326171875,63.141262,6.77125199156744
CH_25422,30.766234174316317,79.80568105432896,3553.89892578125,7.139352,6.797903133744383
CH_16851,30.655834371323593,79.59309599453927,2828.92529296875,39.940235,6.798952569158558
CH_22031,30.179025755178802,79.72974047010155,2152.55615234375,12.06805,6.844895383581454
CH_01917,30.340261446004625,79.23876106365469,1391.0869140625,31.268734,6.900867762198863
CH_12547,30.05031537005554,79.50320178424771,1479.7354736328125,10.769931,6.926926819133567
CH_02936,30.458006110848945,79.27309569354854,1456.0555419921875,4.5579157,7.042778933858587
CH_07577,30.233958338823445,79.39132256853127,1996.3643798828125,32.25741,7.132833711890516
CH_01864,30.101230429289945,79.2430158596468,1917.69384765625,26.679941,7.152482635299941
CH_04179,30.291610559233625,79.31240687703476,1006.4796142578125,18.786484,7.154382383302187
CH_05903,30.332732149635845,79.35330603340641,1227.557373046875,7.0207396,7.190276063790061
CH_03576,30.22375662414419,79.29798270268981,1381.11279296875,7.0800643,7.197284864559332
CH_11301,30.532579642436776,79.46459139496707,1937.454345703125,17.084877,7.357668711756384
CH_01015,30.23145756169142,79.19914404043317,1589.8350830078125,29.66696,7.376606275053492
CH_00312,30.338967072950254,79.14517255530036,1029.6651611328125,17.417725,7.453014671217012
CH_16450,30.72337762653403,79.58167261006375,3824.53955078125,45.643456,7.530890455023439
CH_11764,30.577805240428845,79.47430659968241,3546.10498046875,44.27197,7.610760461422399
CH_23409,30.526670730062197,79.7565086380316,2384.4384765625,35.680386,7.6294678721382585
CH_08325,30.25670068798252,79.40654172076503,1339.7860107421875,10.360494,7.675735943484064
CH_03919,30.011909163317917,79.3119794695358,1314.9525146484375,4.2492085,7.750293810938955
CH_28110,30.42422526228512,79.90357556020345,4225.6455078125,35.757088,7.829444802313194
CH_02120,30.09234852055697,79.25354848268105,2060.62451171875,14.8284,7.8604863274063295
CH_12642,30.47881964149338,79.49668665930099,1506.1114501953125,1.7015654,7.926444723693231
CH_10038,30.117312486387455,79.44510951457633,1384.940185546875,8.062846,7.942636503728035
CH_22538,30.517448437683797,79.73578287666228,2090.629150390625,0.96323377,7.989149645468772
CH_21833,30.255662929431285,79.72355841827236,4344.94677734375,25.901081,8.020848083755247
CH_20385,30.55301845415096,79.68319544815401,4307.75048828125,12.271192,8.031171648772766
CH_02420,30.187198709462848,79.26226242198379,1227.1920166015625,11.887363,8.066848073712212
CH_17977,30.17803327366867,79.6310906476931,2140.695556640625,32.15094,8.094927814276119
CH_20267,30.02073009246936,79.69028672625197,1411.310791015625,25.89267,8.13186470949629
CH_16659,30.723434576229,79.58689346058699,3571.244384765625,29.700724,8.14243864528958
CH_13469,30.131743121854484,79.52273513763525,1604.979248046875,9.078642,8.158917481172834
CH_08712,30.87465628809665,79.40163707596562,4335.64599609375,2.3993344,8.161425679499807
CH_02309,30.335960696678107,79.25443977035259,1257.27197265625,6.7648597,8.207020390152108
CH_23178,30.472490257060354,79.7519893343434,2872.012939453125,58.881058,8.208869485481015
CH_14385,30.154528777271317,79.54316107368335,1945.0948486328125,29.425959,8.352232656243697
CH_09418,30.653856452607297,79.42093558265914,4346.7734375,28.150007,8.384780746892645
CH_25020,30.518040046023906,79.79830540549455,3335.302490234375,42.55507,8.389349723058308
CH_09035,30.058428166881605,79.42528578429912,1776.6043701171875,10.080893,8.414908981832982
CH_14434,30.375550914834857,79.53989372505004,1648.047119140625,16.412088,8.427007778326946
CH_21576,30.066147494772117,79.72081067503287,2155.721923828125,12.648342,8.494026875619852
CH_11018,30.293467565430543,79.46313172457438,1759.794921875,28.84791,8.536553774096513
CH_02285,30.22772040433162,79.25635526339788,769.08154296875,5.1931596,8.562555681578193
CH_01782,30.28156206487673,79.23461299328264,752.9475708007812,6.0720906,8.650642074966871
CH_24821,30.45032737503291,79.79392982712642,3048.13330078125,6.530179,8.652032240561347
CH_01766,30.20940224907313,79.23590284608854,1273.904052734375,36.932167,8.667271618789048
CH_08341,30.328866309351667,79.40537439066371,1798.7479248046875,36.80596,8.692936185065287
CH_18047,30.49378769639988,79.62669007781258,1757.065673828125,35.186005,8.698804329555553
CH_03981,30.291543430893253,79.30720972310438,897.6344604492188,18.999744,8.728964589094625
CH_14658,30.371098359914058,79.54516270449415,1774.429931640625,12.438321,8.762706639230808
CH_12619,30.37507919554491,79.49827687725254,1544.3717041015625,7.465381,8.799193261718544
CH_13163,30.794661959542758,79.50224470755731,3532.758056640625,9.205409,8.837145953883056
CH_10634,30.676721697722034,79.44665862495326,3191.792724609375,40.96485,8.851826234365317
CH_09592,30.315649587504872,79.43158707945318,2038.681396484375,0.9828448,8.899250629809556
CH_03375,30.147016183341297,79.29411125962415,1854.6044921875,27.816751,8.912544038091857
CH_01487,29.988268604599458,79.22946190464012,2197.324462890625,22.062716,9.023825644532954
CH_26792,30.685462462216996,79.85365548078715,2992.681884765625,13.377062,9.070115551660958
CH_20727,30.138121092238475,79.69912048290361,1775.6470947265625,22.308062,9.12757781687043
CH_09604,30.369774049850694,79.43072369500041,1417.1690673828125,34.07437,9.200983789196103
CH_09177,30.698894022815114,79.41498241127042,3764.137451171875,4.057206,9.218184033061783
CH_00146,30.289064039888736,79.1253207621746,651.7625122070312,3.6436512,9.240271675815121
CH_01838,29.983966547873564,79.24508451615323,1646.006591796875,23.507627,9.24327714947376
CH_16653,30.69637194709324,79.58728798316055,2931.97900390625,32.905453,9.255832387585384
CH_08577,30.265784577986672,79.41159208742289,1247.36376953125,13.853702,9.418469199327783
CH_26655,30.76210142400949,79.84752418310836,3365.607177734375,24.057993,9.424824423337464
CH_28031,30.712890150605993,79.89510237228454,2915.70703125,17.569183,9.455963075771185
CH_25557,30.644489381345494,79.81239764593116,3516.26123046875,35.770756,9.479068051636174
CH_29955,30.848822568885087,79.9667505194217,4385.77099609375,9.228442,9.493654902474821
CH_18195,30.232217928874096,79.63553601825996,3388.564453125,38.281116,9.537294220601373
CH_02826,29.96189354276864,79.2817393830063,1622.858154296875,14.018941,9.55927544619786
CH_22490,30.30092410479688,79.73857027991755,3841.658447265625,25.986073,9.6300778301637
CH_08580,30.27931571022739,79.41137414808503,1419.7313232421875,33.5521,9.694840659150213
CH_17208,30.403353399204494,79.60713921329398,3458.636474609375,21.60389,9.696748325229601
CH_04165,30.228468271391492,79.31348645703109,1816.4578857421875,19.692093,9.737984298907708
CH_23095,30.098074034700655,79.75672018361091,2221.18603515625,18.264608,9.760511189022763
CH_21797,30.093264644124925,79.72565003772705,3108.330078125,24.8449,9.766776968101802
CH_22976,30.540103402577063,79.74591347740056,2193.765625,21.92138,9.827997127473102
CH_15457,30.04204366816049,79.57073761491792,1246.0684814453125,25.79799,9.843166754750024
CH_05898,30.310181078111757,79.35368325936999,991.255615234375,13.453292,9.849344087500299
CH_08840,30.315461645840433,79.41599093482671,1726.5078125,24.094706,9.87114118335886
CH_03164,29.98457983718671,79.2917131959913,1322.426513671875,15.09517,9.974872077304601
CH_13026,30.176732644995386,79.51167929901452,2984.08349609375,29.787672,10.051363703546585
CH_19438,30.146830767665527,79.6678594065203,2510.61865234375,40.583847,10.084335453986844
CH_11187,30.018382853382317,79.47257645889437,1944.9161376953125,23.685104,10.107331428004608
CH_01339,30.321869111879856,79.21309130910342,1982.20849609375,37.95094,10.127790098638602
CH_27726,30.685735073712657,79.8849718466795,2854.634521484375,8.749109,10.151941210991371
CH_04607,30.3278254075159,79.32218660196486,898.1964111328125,17.641056,10.16941371272333
CH_07643,30.53163493322167,79.38643819854853,2884.253173828125,28.233591,10.181217539042002
CH_09695,30.780202523369933,79.42409962077731,3697.1103515625,8.205825,10.190463279749068
CH_25759,30.852034753746644,79.81507689385509,3990.897705078125,38.8463,10.22094015206566
CH_11217,30.15370189812637,79.47049506463107,2250.83349609375,32.690712,10.25789646824294
CH_06106,30.201999831145642,79.36068058268582,1791.5052490234375,42.21459,10.296232079652356
CH_03382,30.17858748274955,79.29356748156907,1182.951171875,13.996877,10.403681697890665
CH_23530,30.080127036778325,79.76732016379866,1930.9810791015625,24.600208,10.415097353487338
CH_13363,30.677455409084914,79.50927592368083,2266.470947265625,3.5463054,10.501884093886169
CH_05232,30.341555111062878,79.33755534757393,1250.538330078125,23.342342,10.505261279571867
CH_22485,30.27836906060666,79.73885889795534,4025.258544921875,11.8101015,10.534292949219513
CH_08238,30.987273555510694,79.38929063863975,4818.2177734375,3.435271,10.60445251665521
CH_28108,30.415202887895134,79.90367643792062,3925.5673828125,20.275248,10.664761011439518
CH_08062,30.19349191764912,79.40236742753238,1626.5263671875,16.696285,10.683567067370351
CH_14187,30.280770074010093,79.53610129621576,1705.48291015625,16.03427,10.683984496176278
CH_25189,30.477489215855577,79.8040125355251,3861.926025390625,20.820389,10.704551745298557
CH_03833,30.507957877694622,79.2982621784651,2522.416748046875,13.519668,10.733575948009022
CH_22307,30.449734862449244,79.73145066626427,2690.89697265625,7.717675,10.808385047251237
CH_25367,30.51813573211352,79.80872600504279,3726.801025390625,36.734776,10.892953469475199
CH_21385,30.174362933945165,79.71422243807034,2068.696533203125,24.353645,10.936452846953491
CH_03240,30.327353387362063,79.28579333165511,881.8590087890625,10.811714,10.999623377057619
CH_14158,30.14996032156916,79.53803708501592,1855.4713134765625,13.9085865,11.026953088303316
CH_00101,30.230363509585437,79.1212409311656,1662.708740234375,44.217804,11.068092282911916
CH_09893,30.554758568042708,79.43296749690964,2167.50244140625,13.269671,11.16956949702182
CH_20508,30.129047482064276,79.69404926565721,1756.327392578125,34.14749,11.180353996038084
CH_31312,30.76401398330682,80.08781608554598,4482.017578125,9.578117,11.212044957594832
CH_08000,31.032306201475226,79.38329479460207,5212.74560546875,21.897789,11.323482313446892
CH_31211,30.804428057524994,80.06130205770765,4657.11474609375,2.8962548,11.339883163993584
CH_04195,30.36377238447385,79.31116887675394,855.5652465820312,4.7841263,11.342316590398413
CH_03910,29.971316045586235,79.31266629869134,1387.9588623046875,24.212376,11.35394311767396
CH_01524,30.155141941616105,79.22648762519175,1174.109619140625,15.488799,11.401110619797151
CH_01694,30.41227901091868,79.2270598833217,1704.819091796875,12.007319,11.418534700145361
CH_19695,30.34987463715924,79.67031875155254,3531.4736328125,15.256664,11.430174532789565
CH_18461,30.493897026602223,79.63710739145773,1810.887939453125,43.236248,11.453237777633273
CH_13828,30.722677860183328,79.51902358138098,4236.505859375,32.6457,11.573159915192216
CH_08293,30.112366936942788,79.40886373499363,1059.2158203125,12.250656,11.573708266198041
CH_08552,30.153023999895073,79.41340250420352,1401.473388671875,12.154568,11.57597538930289
CH_07791,30.089688474412362,79.39885140645771,1680.916259765625,18.103592,11.608799480177172
CH_06109,30.215530755114532,79.36045623390167,1628.5838623046875,27.939703,11.689361867270941
CH_21023,30.494535535540777,79.69961245164181,2030.5494384765625,7.735187,11.712441433077593
CH_22089,30.44066237713896,79.7263614640256,2801.677734375,17.317724,11.86186782417517
CH_04371,30.21500441505469,79.31891049113081,1425.9403076171875,36.556934,11.896053325283715
CH_15728,30.30823607121079,79.57208961255824,2618.81787109375,23.888315,11.921822230977064
CH_22277,30.314406845897608,79.73319759217343,4222.8525390625,18.902391,11.938739858855573
CH_11259,30.343143647098323,79.46755725070072,1965.4451904296875,13.029795,11.974995394122953
CH_02007,30.1689511274925,79.24700737567896,1828.970458984375,9.243535,12.006024414583168
CH_25116,30.95107659099386,79.79291920094477,4861.33740234375,28.874863,12.023210268887896
CH_25886,30.734801740878204,79.82173650926524,3365.323974609375,17.677963,12.038233299085325
CH_02782,30.466956916559628,79.26773020011782,1525.2598876953125,15.376725,12.079175085281307
CH_31333,30.737019685924512,80.09851623415265,4189.4501953125,11.706753,12.117451060684697
CH_15815,30.70065353956892,79.56634380914642,4184.513671875,55.03794,12.118836066339458
CH_22015,30.106848235087522,79.73066482818702,2671.56201171875,14.17882,12.164087501357345
CH_29792,30.704427915995854,79.96307167250649,3090.02294921875,13.850417,12.257370047711895
CH_10188,30.793859309521796,79.43432748006784,3829.10546875,26.681894,12.295400251856233
CH_26524,30.865803700989165,79.84105571113187,4118.2900390625,42.339287,12.309321176666344
CH_03205,30.16949950423117,79.28853224592783,1273.5443115234375,7.2756343,12.349648950767563
CH_10314,30.29779394524812,79.44746779092515,2306.257568359375,27.016996,12.369464526456193
CH_26017,30.64012051868373,79.82810333643855,2727.75830078125,22.383636,12.448579709033863
CH_26267,30.39661908734926,79.84143026528248,4058.69970703125,14.493013,12.470555341509518
CH_04976,30.134018409631494,79.33585508398923,1450.5938720703125,20.755957,12.49426330722621
CH_13687,30.086694051222178,79.52859312030635,1678.3212890625,27.362074,12.506812252077255
CH_04930,30.932222474612782,79.31695611652418,5234.4619140625,7.0430365,12.512426303865684
CH_00653,30.172541910028215,79.17944902942133,1216.1993408203125,3.8455296,12.559298671184418
CH_23958,30.039622826205814,79.77819317945274,1697.03369140625,33.364548,12.570222864691107
CH_14864,30.298986153961426,79.55142766671229,2213.95556640625,29.615032,12.596770334756425
CH_04336,30.0571451167227,79.32158444198095,2137.691162109375,29.16249,12.642177141475072
CH_16517,30.082920974765337,79.596088535933,1330.2099609375,16.63517,12.672996191165815
CH_10037,30.112801927611855,79.44518017431302,1317.6436767578125,42.146973,12.740334614351934
CH_04942,29.980666214617525,79.33841840467623,1293.5625,31.625467,12.773453021959073
CH_00275,30.127007541353706,79.14914859455804,1899.6446533203125,25.511225,12.804042029497806
CH_16712,30.028845268497008,79.60203622953773,1762.0528564453125,18.14206,12.852463401648707
CH_25602,30.847476061418366,79.80990431144731,3897.14501953125,29.396654,12.856368542101135
CH_04992,30.20618283981066,79.3346419650564,1033.80126953125,22.408056,12.877158816127423
CH_10993,30.18070468947843,79.46488535552584,2156.27783203125,22.993872,12.881454997777597
CH_09369,30.43285592773891,79.42450851218334,1032.9417724609375,7.5274305,12.935765469458637
CH_01997,30.123850266157483,79.24780481138525,1451.33984375,7.760902,12.959610326202554
CH_06324,30.11185751780388,79.36736021693865,1813.6903076171875,7.864899,13.006900170011221
CH_25019,30.513529092209662,79.79836089992733,3209.001220703125,10.038999,13.115170678482851
